WHEAT,SHEEP,BRICK,WOOD,ORE,COLOR,WINNER,WINS,GAME
0.2222222222222222,0.1388888888888889,0.08333333333333333,0.0,0.1388888888888889,Napoleon,Magnate,0,0
0.2777777777777778,0.1388888888888889,0.0,0.08333333333333333,0.1111111111111111,Napoleon,Magnate,0,1
0.0,0.0,0.1388888888888889,0.27777777777777773,0.19444444444444442,Napoleon,Magnate,0,2
0.25,0.08333333333333333,0.027777777777777776,0.25,0.0,Napoleon,Granjero,0,3
0.38888888888888884,0.0,0.0,0.2222222222222222,0.0,Napoleon,Magnate,0,4
0.0,0.1111111111111111,0.3611111111111111,0.08333333333333333,0.05555555555555555,Napoleon,Magnate,0,5
0.3611111111111111,0.05555555555555555,0.0,0.1111111111111111,0.08333333333333333,Napoleon,Magnate,0,6
0.3333333333333333,0.08333333333333333,0.1111111111111111,0.1111111111111111,0.0,Napoleon,Magnate,0,7
0.2777777777777778,0.0,0.1111111111111111,0.1388888888888889,0.1388888888888889,Napoleon,Granjero,0,8
0.19444444444444442,0.05555555555555555,0.0,0.2222222222222222,0.1388888888888889,Napoleon,Napoleon,1,9
0.08333333333333333,0.1111111111111111,0.1388888888888889,0.05555555555555555,0.2222222222222222,Napoleon,Napoleon,1,10
0.0,0.0,0.05555555555555555,0.2222222222222222,0.3055555555555556,Napoleon,Granjero,0,11
0.05555555555555555,0.1111111111111111,0.25,0.19444444444444445,0.0,Napoleon,Magnate,0,12
0.1388888888888889,0.1111111111111111,0.1388888888888889,0.16666666666666666,0.08333333333333333,Napoleon,Magnate,0,13
0.19444444444444442,0.0,0.0,0.1388888888888889,0.2777777777777778,Napoleon,Napoleon,1,14
0.27777777777777773,0.1388888888888889,0.1111111111111111,0.1111111111111111,0.0,Napoleon,Magnate,0,15
0.3333333333333333,0.2777777777777778,0.0,0.0,0.027777777777777776,Napoleon,Magnate,0,16
0.25,0.1388888888888889,0.1111111111111111,0.08333333333333333,0.08333333333333333,Napoleon,Magnate,0,17
0.25,0.1388888888888889,0.16666666666666666,0.0,0.08333333333333333,Napoleon,Napoleon,1,18
0.16666666666666666,0.19444444444444442,0.0,0.0,0.25,Napoleon,Napoleon,1,19
0.0,0.19444444444444442,0.05555555555555555,0.2222222222222222,0.08333333333333333,Napoleon,Magnate,0,20
0.1111111111111111,0.0,0.0,0.25,0.25,Napoleon,Magnate,0,21
0.1388888888888889,0.08333333333333333,0.1388888888888889,0.2777777777777778,0.0,Napoleon,Magnate,0,22
0.08333333333333333,0.3055555555555556,0.08333333333333333,0.1388888888888889,0.0,Napoleon,Granjero,0,23
0.1388888888888889,0.0,0.0,0.2222222222222222,0.3611111111111111,Napoleon,Magnate,0,24
0.0,0.3611111111111111,0.0,0.16666666666666666,0.08333333333333333,Napoleon,Magnate,0,25
0.2222222222222222,0.19444444444444442,0.0,0.16666666666666666,0.0,Napoleon,Magnate,0,26
0.08333333333333333,0.0,0.1111111111111111,0.33333333333333337,0.1111111111111111,Napoleon,Magnate,0,27
0.1388888888888889,0.25,0.1388888888888889,0.0,0.1111111111111111,Napoleon,Magnate,0,28
0.1388888888888889,0.3888888888888889,0.0,0.0,0.1388888888888889,Napoleon,Magnate,0,29
0.3888888888888889,0.0,0.2222222222222222,0.0,0.0,Napoleon,Magnate,0,30
0.33333333333333337,0.2222222222222222,0.0,0.0,0.05555555555555555,Napoleon,Magnate,0,31
0.0,0.2222222222222222,0.0,0.1388888888888889,0.25,Napoleon,Magnate,0,32
0.0,0.25,0.0,0.1388888888888889,0.2777777777777778,Napoleon,Magnate,0,33
0.1388888888888889,0.05555555555555555,0.08333333333333333,0.1388888888888889,0.1388888888888889,Napoleon,Napoleon,1,34
0.1111111111111111,0.1388888888888889,0.19444444444444445,0.19444444444444442,0.0,Napoleon,Napoleon,1,35
0.36111111111111116,0.08333333333333333,0.1111111111111111,0.0,0.0,Napoleon,Magnate,0,36
0.1388888888888889,0.2777777777777778,0.08333333333333333,0.1111111111111111,0.08333333333333333,Napoleon,Magnate,0,37
0.1111111111111111,0.1388888888888889,0.027777777777777776,0.2222222222222222,0.05555555555555555,Napoleon,Napoleon,1,38
0.3055555555555556,0.1388888888888889,0.0,0.08333333333333333,0.1111111111111111,Napoleon,Magnate,0,39
0.05555555555555555,0.1111111111111111,0.25,0.1111111111111111,0.1111111111111111,Napoleon,Napoleon,1,40
0.3055555555555555,0.1388888888888889,0.05555555555555555,0.0,0.1388888888888889,Napoleon,Magnate,0,41
0.0,0.3055555555555555,0.0,0.19444444444444445,0.1111111111111111,Napoleon,Magnate,0,42
0.1111111111111111,0.0,0.1388888888888889,0.19444444444444442,0.2222222222222222,Napoleon,Magnate,0,43
0.2222222222222222,0.08333333333333333,0.2222222222222222,0.05555555555555555,0.0,Napoleon,Granjero,0,44
0.0,0.0,0.3611111111111111,0.1388888888888889,0.1111111111111111,Napoleon,Magnate,0,45
0.25,0.1388888888888889,0.0,0.25,0.0,Napoleon,Granjero,0,46
0.0,0.3055555555555556,0.0,0.0,0.3055555555555556,Napoleon,Magnate,0,47
0.0,0.1111111111111111,0.2222222222222222,0.3888888888888889,0.0,Napoleon,Magnate,0,48
0.08333333333333333,0.19444444444444442,0.2777777777777778,0.05555555555555555,0.0,Napoleon,Magnate,0,49
0.05555555555555555,0.0,0.08333333333333333,0.3611111111111111,0.1111111111111111,Granjero,Magnate,0,0
0.3055555555555556,0.1111111111111111,0.1388888888888889,0.0,0.05555555555555555,Granjero,Magnate,0,1
0.2777777777777778,0.0,0.0,0.25,0.05555555555555555,Granjero,Magnate,0,2
0.25,0.1111111111111111,0.0,0.0,0.2222222222222222,Granjero,Granjero,1,3
0.0,0.3055555555555555,0.1388888888888889,0.08333333333333333,0.1111111111111111,Granjero,Magnate,0,4
0.08333333333333333,0.3055555555555556,0.0,0.05555555555555555,0.1388888888888889,Granjero,Magnate,0,5
0.1388888888888889,0.16666666666666666,0.08333333333333333,0.1111111111111111,0.1388888888888889,Granjero,Magnate,0,6
0.0,0.2222222222222222,0.3055555555555556,0.0,0.1388888888888889,Granjero,Magnate,0,7
0.2222222222222222,0.0,0.1111111111111111,0.027777777777777776,0.2777777777777778,Granjero,Granjero,1,8
0.19444444444444442,0.2222222222222222,0.19444444444444445,0.0,0.0,Granjero,Napoleon,0,9
0.2222222222222222,0.0,0.08333333333333333,0.19444444444444445,0.1111111111111111,Granjero,Napoleon,0,10
0.19444444444444442,0.3611111111111111,0.0,0.0,0.05555555555555555,Granjero,Granjero,1,11
0.08333333333333333,0.25,0.1111111111111111,0.1111111111111111,0.08333333333333333,Granjero,Magnate,0,12
0.08333333333333333,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1388888888888889,Granjero,Magnate,0,13
0.0,0.16666666666666666,0.1111111111111111,0.3333333333333333,0.0,Granjero,Napoleon,0,14
0.08333333333333333,0.08333333333333333,0.0,0.2222222222222222,0.2222222222222222,Granjero,Magnate,0,15
0.08333333333333333,0.1388888888888889,0.27777777777777773,0.1388888888888889,0.0,Granjero,Magnate,0,16
0.1388888888888889,0.1111111111111111,0.05555555555555555,0.3611111111111111,0.0,Granjero,Magnate,0,17
0.0,0.2777777777777778,0.05555555555555555,0.19444444444444445,0.08333333333333333,Granjero,Napoleon,0,18
0.1388888888888889,0.1111111111111111,0.0,0.1111111111111111,0.25,Granjero,Napoleon,0,19
0.08333333333333333,0.027777777777777776,0.1111111111111111,0.0,0.3611111111111111,Granjero,Magnate,0,20
0.05555555555555555,0.08333333333333333,0.25,0.1388888888888889,0.027777777777777776,Granjero,Magnate,0,21
0.08333333333333333,0.1111111111111111,0.2222222222222222,0.08333333333333333,0.1388888888888889,Granjero,Magnate,0,22
0.05555555555555555,0.1388888888888889,0.1111111111111111,0.0,0.33333333333333337,Granjero,Granjero,1,23
0.1388888888888889,0.0,0.08333333333333333,0.3055555555555555,0.1388888888888889,Granjero,Magnate,0,24
0.19444444444444445,0.08333333333333333,0.1388888888888889,0.1111111111111111,0.05555555555555555,Granjero,Magnate,0,25
0.027777777777777776,0.19444444444444442,0.0,0.25,0.1388888888888889,Granjero,Magnate,0,26
0.05555555555555555,0.5,0.0,0.1111111111111111,0.0,Granjero,Magnate,0,27
0.0,0.0,0.25,0.2222222222222222,0.1111111111111111,Granjero,Magnate,0,28
0.1388888888888889,0.25,0.05555555555555555,0.08333333333333333,0.05555555555555555,Granjero,Magnate,0,29
0.1111111111111111,0.08333333333333333,0.0,0.19444444444444445,0.19444444444444445,Granjero,Magnate,0,30
0.4166666666666667,0.2222222222222222,0.0,0.0,0.0,Granjero,Magnate,0,31
0.3888888888888889,0.19444444444444442,0.0,0.0,0.0,Granjero,Magnate,0,32
0.3055555555555555,0.08333333333333333,0.0,0.0,0.2777777777777778,Granjero,Magnate,0,33
0.19444444444444445,0.0,0.1388888888888889,0.19444444444444442,0.1111111111111111,Granjero,Napoleon,0,34
0.08333333333333333,0.1388888888888889,0.0,0.3055555555555556,0.08333333333333333,Granjero,Napoleon,0,35
0.25,0.0,0.1388888888888889,0.1388888888888889,0.1111111111111111,Granjero,Magnate,0,36
0.0,0.1388888888888889,0.19444444444444442,0.19444444444444442,0.08333333333333333,Granjero,Magnate,0,37
0.1388888888888889,0.0,0.08333333333333333,0.1388888888888889,0.19444444444444442,Granjero,Napoleon,0,38
0.1111111111111111,0.2777777777777778,0.1388888888888889,0.08333333333333333,0.0,Granjero,Magnate,0,39
0.1388888888888889,0.1111111111111111,0.08333333333333333,0.2222222222222222,0.08333333333333333,Granjero,Napoleon,0,40
0.1388888888888889,0.25,0.05555555555555555,0.1388888888888889,0.1111111111111111,Granjero,Magnate,0,41
0.1111111111111111,0.0,0.2777777777777778,0.1388888888888889,0.1111111111111111,Granjero,Magnate,0,42
0.1111111111111111,0.05555555555555555,0.1111111111111111,0.1388888888888889,0.2222222222222222,Granjero,Magnate,0,43
0.1111111111111111,0.19444444444444442,0.1388888888888889,0.0,0.19444444444444445,Granjero,Granjero,1,44
0.16666666666666666,0.0,0.1388888888888889,0.19444444444444445,0.1111111111111111,Granjero,Magnate,0,45
0.1111111111111111,0.1388888888888889,0.0,0.1111111111111111,0.25,Granjero,Granjero,1,46
0.16666666666666669,0.05555555555555555,0.0,0.3888888888888889,0.0,Granjero,Magnate,0,47
0.0,0.2777777777777778,0.0,0.19444444444444445,0.1388888888888889,Granjero,Magnate,0,48
0.08333333333333333,0.1111111111111111,0.25,0.0,0.16666666666666669,Granjero,Magnate,0,49
0.1111111111111111,0.3611111111111111,0.0,0.1388888888888889,0.027777777777777776,Magnate,Magnate,1,0
0.1388888888888889,0.1388888888888889,0.0,0.2222222222222222,0.08333333333333333,Magnate,Magnate,1,1
0.33333333333333337,0.16666666666666666,0.0,0.1111111111111111,0.0,Magnate,Magnate,1,2
0.2222222222222222,0.1111111111111111,0.0,0.3055555555555555,0.0,Magnate,Granjero,0,3
0.0,0.2222222222222222,0.027777777777777776,0.2777777777777778,0.1111111111111111,Magnate,Magnate,1,4
0.1111111111111111,0.05555555555555555,0.1388888888888889,0.1111111111111111,0.1388888888888889,Magnate,Magnate,1,5
0.1388888888888889,0.0,0.1111111111111111,0.3055555555555555,0.08333333333333333,Magnate,Magnate,1,6
0.19444444444444442,0.2777777777777778,0.0,0.0,0.16666666666666666,Magnate,Magnate,1,7
0.25,0.08333333333333333,0.1111111111111111,0.05555555555555555,0.1388888888888889,Magnate,Granjero,0,8
0.1388888888888889,0.1388888888888889,0.1388888888888889,0.25,0.0,Magnate,Napoleon,0,9
0.0,0.2222222222222222,0.0,0.2777777777777778,0.1111111111111111,Magnate,Napoleon,0,10
0.08333333333333333,0.25,0.0,0.25,0.0,Magnate,Granjero,0,11
0.0,0.3888888888888889,0.1388888888888889,0.0,0.1388888888888889,Magnate,Magnate,1,12
0.2777777777777778,0.0,0.2222222222222222,0.0,0.19444444444444445,Magnate,Magnate,1,13
0.19444444444444442,0.16666666666666666,0.0,0.25,0.0,Magnate,Napoleon,0,14
0.0,0.19444444444444445,0.0,0.25,0.1388888888888889,Magnate,Magnate,1,15
0.25,0.1388888888888889,0.1111111111111111,0.05555555555555555,0.1111111111111111,Magnate,Magnate,1,16
0.08333333333333333,0.08333333333333333,0.2777777777777778,0.0,0.1388888888888889,Magnate,Magnate,1,17
0.3333333333333333,0.1388888888888889,0.0,0.08333333333333333,0.08333333333333333,Magnate,Napoleon,0,18
0.2777777777777778,0.0,0.16666666666666669,0.1388888888888889,0.0,Magnate,Napoleon,0,19
0.1388888888888889,0.1388888888888889,0.05555555555555555,0.05555555555555555,0.2777777777777778,Magnate,Magnate,1,20
0.19444444444444445,0.027777777777777776,0.1388888888888889,0.05555555555555555,0.1388888888888889,Magnate,Magnate,1,21
0.16666666666666666,0.1111111111111111,0.0,0.2222222222222222,0.1388888888888889,Magnate,Magnate,1,22
0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1388888888888889,0.0,Magnate,Granjero,0,23
0.2222222222222222,0.1388888888888889,0.0,0.16666666666666666,0.1111111111111111,Magnate,Magnate,1,24
0.1111111111111111,0.1388888888888889,0.1388888888888889,0.08333333333333333,0.1388888888888889,Magnate,Magnate,1,25
0.1388888888888889,0.08333333333333333,0.19444444444444442,0.1388888888888889,0.05555555555555555,Magnate,Magnate,1,26
0.2222222222222222,0.1388888888888889,0.0,0.1388888888888889,0.16666666666666666,Magnate,Magnate,1,27
0.1111111111111111,0.0,0.25,0.05555555555555555,0.19444444444444442,Magnate,Magnate,1,28
0.08333333333333333,0.0,0.41666666666666663,0.1111111111111111,0.0,Magnate,Magnate,1,29
0.1388888888888889,0.1111111111111111,0.1111111111111111,0.08333333333333333,0.1388888888888889,Magnate,Magnate,1,30
0.1388888888888889,0.3611111111111111,0.0,0.16666666666666666,0.0,Magnate,Magnate,1,31
0.4444444444444444,0.1111111111111111,0.05555555555555555,0.0,0.0,Magnate,Magnate,1,32
0.1388888888888889,0.08333333333333333,0.0,0.2777777777777778,0.1388888888888889,Magnate,Magnate,1,33
0.1388888888888889,0.1111111111111111,0.25,0.05555555555555555,0.0,Magnate,Napoleon,0,34
0.16666666666666666,0.1388888888888889,0.1388888888888889,0.0,0.1111111111111111,Magnate,Napoleon,0,35
0.0,0.4166666666666667,0.0,0.2222222222222222,0.0,Magnate,Magnate,1,36
0.16666666666666669,0.1388888888888889,0.1111111111111111,0.16666666666666666,0.0,Magnate,Magnate,1,37
0.3888888888888889,0.0,0.05555555555555555,0.05555555555555555,0.08333333333333333,Magnate,Napoleon,0,38
0.1111111111111111,0.19444444444444445,0.19444444444444445,0.0,0.1111111111111111,Magnate,Magnate,1,39
0.0,0.33333333333333337,0.1111111111111111,0.08333333333333333,0.1111111111111111,Magnate,Napoleon,0,40
0.3055555555555555,0.08333333333333333,0.0,0.1388888888888889,0.1111111111111111,Magnate,Magnate,1,41
0.19444444444444442,0.0,0.1388888888888889,0.08333333333333333,0.16666666666666666,Magnate,Magnate,1,42
0.25,0.05555555555555555,0.1388888888888889,0.16666666666666666,0.0,Magnate,Magnate,1,43
0.2222222222222222,0.3333333333333333,0.0,0.05555555555555555,0.0,Magnate,Granjero,0,44
0.027777777777777776,0.1388888888888889,0.0,0.08333333333333333,0.3888888888888889,Magnate,Magnate,1,45
0.25,0.0,0.08333333333333333,0.2222222222222222,0.05555555555555555,Magnate,Granjero,0,46
0.1388888888888889,0.25,0.1111111111111111,0.1388888888888889,0.0,Magnate,Magnate,1,47
0.16666666666666666,0.0,0.1388888888888889,0.16666666666666666,0.1388888888888889,Magnate,Magnate,1,48
0.1111111111111111,0.19444444444444445,0.0,0.1388888888888889,0.1388888888888889,Magnate,Magnate,1,49
